Feature	Gain	Cover	Frequency
rf_009_010	0.00118102786022283	0.00207917108648121	0.00384615384615385
rf_026_014	0.0011589277124249	0.00111793450994153	0.00128205128205128
ccomisiones_mantenimiento_ratioavg6	0.0011496305081893	0.00432705657166374	0.00512820512820513
cdescubierto_preacordado_delta2	0.00111272150977407	0.00805482217929808	0.00512820512820513
rf_001_002	0.00106955824714411	0.000399366014516697	0.00128205128205128
mrentabilidad_annual_avg6	0.00106764039859123	0.00395914305021278	0.00384615384615385
ccallcenter_transacciones	0.0010308462841533	0.00235700144189519	0.00641025641025641
mcaja_ahorro_dolares_ratioavg6	0.00102504842547	0.0023028870243385	0.00641025641025641
ctarjeta_visa_min6	0.001021940820535	0.000894541161756704	0.00256410256410256
mcuenta_corriente	0.00100604371581302	0.00255055524537663	0.00256410256410256
rf_020_002	0.000999874370854691	0.00197021642460479	0.00256410256410256
kmes	0.000991278956522252	0.00220901342965001	0.00641025641025641
ccomisiones_mantenimiento_tend6	0.000977967322138634	0.00286290269574479	0.00641025641025641
cpayroll_trx_lag1	0.000974326515435742	0.00331638312781817	0.00128205128205128
foto_mes	0.000951900081180015	0.00292959811052777	0.00384615384615385
mcuenta_corriente_avg6	0.000948271237308878	0.00220264228361874	0.00256410256410256
mcaja_ahorro_min6	0.000947168173768292	0.00143624986925037	0.00128205128205128
Visa_Fvencimiento	0.000926264557447706	0.00029016941038592	0.00128205128205128
Master_status	0.000917874488802519	0.00315274951645824	0.00384615384615385
rf_043_010	0.000904166750782156	0.000571709547033292	0.00256410256410256
mcuentas_saldo_tend6	0.000881503259136914	0.00227990251017508	0.00384615384615385
cdescubierto_preacordado_avg6	0.000870593670916711	0.00111995069539446	0.00384615384615385
Visa_mfinanciacion_limite_lag2	0.000855682094248235	0.000774537803598214	0.00512820512820513
mcuenta_corriente_max6	0.000848105764200109	0.000745585380494116	0.00512820512820513
ccaja_seguridad_ratiomax6	0.000836822534798931	0.00213739852236188	0.00384615384615385
mpasivos_margen_tend6	0.000831688307334556	0.000984946917466158	0.00256410256410256
mactivos_margen_tend6	0.00081696229201112	0.00165883674325403	0.00512820512820513
rf_050_010	0.000805296739729719	0.000845588178959524	0.00256410256410256
rf_035_014	0.000798025271230924	0.00118511380923321	0.00128205128205128
mpayroll_sobre_edad_delta2	0.000795079878392626	0.00225836964953777	0.00384615384615385
rf_024_015	0.000778873407215064	0.000626953028443619	0.00384615384615385
ccomisiones_mantenimiento_max6	0.00077873214115884	0.00372792690247058	0.00256410256410256
mcomisiones_mantenimiento_tend6	0.000771749784773353	0.000746069265002819	0.00256410256410256
thomebanking	0.000761618445711604	0.00254789388057875	0.00512820512820513
mcuenta_corriente_lag1	0.000727342768961757	0.000675906011240798	0.00384615384615385
rf_003_010	0.000715714745741871	0.000582919538151592	0.00128205128205128
ccomisiones_mantenimiento_delta2	0.000709928175927972	0.00016806921935638	0.00128205128205128
mrentabilidad	0.00070212816132227	0.000696954987369405	0.00384615384615385
Visa_Fvencimiento_delta1	0.000699737404028257	0.000706793972379711	0.00256410256410256
mcuenta_debitos_automaticos_min6	0.000698302289878177	0.000635743597018401	0.00256410256410256
ccuenta_debitos_automaticos_ratioavg6	0.000697723010368404	0.00133681160271179	0.00512820512820513
ccaja_seguridad_avg6	0.0006864500588931	0.00174690372383808	0.00384615384615385
Master_fultimo_cierre_delta2	0.000682188665882577	0.00083244264980641	0.00128205128205128
cplazo_fijo_ratiomax6	0.000670272798662756	0.00136479625679848	0.00384615384615385
ccaja_ahorro_max6	0.000658651630349428	0.00124551872540304	0.00384615384615385
Master_fechaalta	0.000651241024096575	0.00031581528934721	0.00128205128205128
mprestamos_hipotecarios_avg6	0.000639332020651237	0.00109430481643317	0.00256410256410256
mcaja_ahorro_ratiomax6	0.000615605335659307	0.00177553355726971	0.00384615384615385
rf_045_002	0.000615258386934656	0.00034678389790424	0.00128205128205128
cproductos_delta1	0.000614934885005527	0.00332202844708638	0.00128205128205128
rf_033_011	0.000602991154763192	0.0042002788303834	0.00256410256410256
rf_020_009	0.000598379390008701	0.000326622043374924	0.00128205128205128
kmes_lag1	0.000591461937971331	0.00123188931174122	0.00384615384615385
mcuenta_debitos_automaticos_lag2	0.000586975947006886	0.00349445262702109	0.00256410256410256
mcomisiones_otras	0.000578118893394923	0.000464609775773564	0.00256410256410256
mcomisiones_otras_lag2	0.000573154007839503	0.000975914406637024	0.00384615384615385
ctarjeta_visa_transacciones_ratioavg6	0.000569814187402417	0.000470738979550476	0.00256410256410256
rf_002_002	0.000564678824843553	0.000986721160664738	0.00128205128205128
Visa_fechaalta	0.000562756923648636	0.0017161770575354	0.00384615384615385
rf_040_005	0.000551711062014372	0.000708971452668877	0.00256410256410256
mttarjeta_visa_debitos_automaticos_ratiomax6	0.000550643629799204	0.000680986798582186	0.00128205128205128
rf_014_007	0.000548529534050832	0.000563080273294745	0.00256410256410256
mplazo_fijo_dolares_ratiomax6	0.000543623921710716	0.00314678160751757	0.00128205128205128
cdescubierto_preacordado_ratioavg6	0.000541927097337707	0.00115680656547405	0.00384615384615385
mactivos_margen_lag2	0.000536166315451712	0.000803732168956664	0.00128205128205128
mtarjeta_master_consumo	0.000534119474051764	0.00159262521297975	0.00256410256410256
mtarjeta_visa_consumo_ratioavg6	0.00053172626921026	0.000784941320535341	0.00256410256410256
rf_007_005	0.000530948995523632	0.000261297634699939	0.00128205128205128
mcomisiones_mantenimiento_lag1	0.000525922903545107	0.00257773342528214	0.00256410256410256
ctarjeta_visa_debitos_automaticos_ratioavg6	0.000521075961401348	0.000523079153908581	0.00256410256410256
rf_012_014	0.000520911106662792	0.00065727645765571	0.00256410256410256
mplazo_fijo_dolares	0.000517543148297496	0.00190223065113193	0.00384615384615385
mactivos_margen_ratiomax6	0.000510789717413666	0.00288427426154587	0.00256410256410256
rf_030_011	0.000507580379635166	0.00123438938170286	0.00384615384615385
rf_048_009	0.000495712150912146	0.000414447081704625	0.00128205128205128
rf_050_015	0.000493162338502978	0.000280572367629965	0.00128205128205128
ctarjeta_visa_ratiomax6	0.00048251259824131	0.000374284667482227	0.00128205128205128
rf_021_015	0.000476414125745082	0.0013747158892269	0.00128205128205128
mttarjeta_visa_debitos_automaticos_ratioavg6	0.000472935132082235	0.000604291103952667	0.00256410256410256
ctarjeta_visa_ratioavg6	0.00046571720811875	0.000441302671937674	0.00128205128205128
mcuentas_saldo_avg6	0.00046442318266638	0.00124777685311033	0.00256410256410256
cprestamos_hipotecarios_max6	0.000462982570402374	0.000720907270550232	0.00256410256410256
rf_037_010	0.000457811168593511	0.000658566816345587	0.00128205128205128
mcomisiones_mantenimiento_lag2	0.000449111538398377	0.00122922794694335	0.00256410256410256
tcallcenter	0.000446169142918963	0.00231417766287492	0.00128205128205128
mcomisiones_min6	0.000443453305205047	0.000305008535319496	0.00256410256410256
rf_013_011	0.000441505146082165	0.000821958485451165	0.00128205128205128
mpasivos_margen_delta1	0.000440504205573812	0.0020772355484464	0.00128205128205128
ctarjeta_visa_transacciones_delta2	0.000439583839038269	0.000548644385451754	0.00256410256410256
mcuentas_saldo_ratiomax6	0.000434763642558387	0.00056969336158036	0.00128205128205128
rf_041_010	0.000426140489354394	0.00117140374815327	0.00256410256410256
tcallcenter_delta1	0.000421597255929627	0.000607920237767944	0.00256410256410256
mcuenta_debitos_automaticos_ratiomax6	0.000420290283305752	0.00219619049016936	0.00384615384615385
cpayroll_trx_ratiomax6	0.000419375131110513	0.000973172394421037	0.00128205128205128
mrentabilidad_avg6	0.000417915222240208	0.000669857454882004	0.00256410256410256
active_quarter_avg6	0.00040985058873195	0.000378558980642442	0.00128205128205128
mpayroll_lag2	0.000408178754173533	0.0010304320612843	0.00256410256410256
rf_033_009	0.000407713205810719	0.0018936820248115	0.00128205128205128
cproductos_min6	0.000397132493482613	0.000419850458718482	0.00256410256410256
mrentabilidad_min6	0.000395860194448181	0.000302266523103509	0.00256410256410256
ctrx_quarter_lag1	0.000393778750402195	0.00051307887406204	0.00256410256410256
cliente_edad_lag1	0.000382064876793716	0.000439528428739095	0.00256410256410256
mcaja_ahorro_dolares_tend6	0.000381304806882924	0.00177545290985159	0.00256410256410256
Visa_msaldototal_lag1	0.000377475734117658	0.000186456830687117	0.00256410256410256
rf_031_013	0.000370695327003883	0.000845588178959524	0.00256410256410256
rf_006_008	0.000363068378835924	0.000276620644142219	0.00128205128205128
mcomisiones_max6	0.000362353171761192	0.00171706417913469	0.00256410256410256
cliente_antiguedad	0.000353811630077313	0.000685422406578636	0.00256410256410256
ctransferencias_emitidas	0.000352483764620515	0.00514877311486055	0.00256410256410256
mcuenta_corriente_min6	0.000343105188298791	0.000250571528090343	0.00256410256410256
ctransferencias_emitidas_lag1	0.000339777827297298	0.0056198346840835	0.00256410256410256
rf_012_004	0.000338234285019821	0.0012686645344027	0.00128205128205128
rf_008_015	0.000336919490885488	0.000445335042843538	0.00128205128205128
rf_034_007	0.000336390856099324	0.000806716123427002	0.00128205128205128
cproductos_lag1	0.000330898373305045	0.00421277918019158	0.00256410256410256
mcuenta_debitos_automaticos	0.000329246606862461	0.000515095059514972	0.00128205128205128
mcomisiones_otras_lag1	0.000329228480822353	3.06460188845607e-06	0.00128205128205128
Master_fechaalta_lag1	0.000320811728588768	0.00144689532844185	0.00256410256410256
mactivos_margen_ratioavg6	0.000320196037376116	0.000723165398257516	0.00256410256410256
mpayroll_min6	0.000317835360086039	0.00372405582640095	0.00256410256410256
ccaja_ahorro_lag1	0.000317052854323255	0.000958333269487461	0.00256410256410256
mpayroll_avg6	0.000304463113430338	0.000598726432102576	0.00256410256410256
mcuenta_corriente_lag2	0.000298509134915285	0.000688164418794623	0.00128205128205128
ccaja_ahorro_avg6	0.000295508902824528	0.000121535659102718	0.00128205128205128
Visa_mpagospesos_lag1	0.000283801680160315	0.000668083211683424	0.00128205128205128
Master_msaldopesos_lag1	0.000283338987269573	0.000375575026172103	0.00128205128205128
tcallcenter_delta2	0.000278496887013241	0.00140528126069334	0.00128205128205128
mcomisiones_mantenimiento	0.000277081566073299	7.02439011801379e-05	0.00128205128205128
mpasivos_margen_delta2	0.000273645688265151	0.000283314379845952	0.00128205128205128
ccaja_seguridad_lag1	0.000273165844806127	0.00103131918288359	0.00128205128205128
mttarjeta_visa_debitos_automaticos_tend6	0.000269858418901582	0.00102373832558056	0.00256410256410256
internet_tend6	0.000268101709426397	0.000158956061109129	0.00128205128205128
ctarjeta_visa_avg6	0.000265785354028913	0.000248152105546825	0.00128205128205128
rf_030_002	0.000265496241915605	0.00143762087535837	0.00128205128205128
ccomisiones_mantenimiento_ratiomax6	0.000264600421798368	0.00033202542038878	0.00128205128205128
mactivos_margen_lag1	0.000262605493235403	0.000493884788550131	0.00128205128205128
rf_010_008	0.000261801598035856	0.000237264704100994	0.00128205128205128
ctarjeta_master	0.000260973404719923	0.000634533885746641	0.00128205128205128
rf_001_007	0.000260960812265445	0.0015022194572703	0.00128205128205128
mcuenta_corriente_delta1	0.000254468843302626	0.000847523716994338	0.00256410256410256
cpagomiscuentas	0.000250813776975226	0.00181916381047115	0.00128205128205128
rf_018_011	0.000248691203489896	0.00412221212964589	0.00128205128205128
ccallcenter_transacciones_delta2	0.000245519962320155	6.83083631453235e-05	0.00128205128205128
ccaja_ahorro_min6	0.000244627157297652	0.000349525910120227	0.00128205128205128
Master_mpagominimo	0.000243777610016659	0.000374607257154696	0.00128205128205128
internet	0.000243229483529831	0.000225490181055873	0.00128205128205128
Master_fechaalta_lag2	0.000239291805278654	0.000198876533077176	0.00128205128205128
rf_046_002	0.000238899027114043	0.000213876952846987	0.00128205128205128
Visa_fechaalta_lag1	0.000231568090305578	2.82265963410428e-06	0.00128205128205128
ctarjeta_visa_debitos_automaticos_lag2	0.000224759367905079	9.67769017407181e-07	0.00128205128205128
mcuenta_corriente_delta2	0.000218490861801694	0.000122906665210712	0.00128205128205128
Visa_msaldototal_delta2	0.000218283618378345	1.1855170463238e-05	0.00128205128205128
mtarjeta_visa_consumo_delta1	0.00021782461454469	1.07261066095963e-05	0.00128205128205128
Master_cadelantosefectivo	0.000216880020836164	0.00132584355384784	0.00128205128205128
mrentabilidad_annual_lag2	0.000214243214075988	1.29035868987624e-06	0.00128205128205128
active_quarter_min6	0.000214069118958864	0.000199199122749645	0.00128205128205128
mactivos_margen_delta2	0.000211862761311625	0.000857846586513348	0.00128205128205128
rf_035_001	0.000210776972490281	0.00033968692510992	0.00128205128205128
cpayroll_trx_delta2	0.000210772644942545	0.00131697233785494	0.00128205128205128
mcaja_ahorro_tend6	0.000210296827521784	0.000223151405930472	0.00128205128205128
Visa_fechaalta_delta2	0.000207445736205262	0.00147899300085252	0.00128205128205128
tcuentas_tend6	0.000206486208909876	0.000308073137207953	0.00128205128205128
mcomisiones	0.000205628680495764	0.00125777713295687	0.00128205128205128
Master_msaldodolares	0.000204484274685617	0.000825748914102677	0.00128205128205128
cprestamos_hipotecarios_avg6	0.000202136668718006	0.00026008792342818	0.00128205128205128
mcaja_ahorro_dolares	0.000200455983969751	0.00100406035555995	0.00128205128205128
cprestamos_prendarios_ratioavg6	0.000197661345868164	0.000442270440955082	0.00128205128205128
ccajas_consultas	0.000196188223788583	0.00130035896972278	0.00128205128205128
rf_018_006	0.00019506678590597	0.000219199682442726	0.00128205128205128
ccuenta_debitos_automaticos_ratiomax6	0.000194625305093476	0.000317992769636376	0.00128205128205128
Visa_mfinanciacion_limite	0.000193302387939212	0.00314992685682414	0.00128205128205128
mrentabilidad_annual_lag1	0.00019038808604838	0.000522192032309291	0.00128205128205128
mpayroll_delta2	0.000189690162560815	0.00139286155830328	0.00128205128205128
mtarjeta_visa_consumo_lag1	0.000189263934580506	3.06460188845607e-05	0.00128205128205128
internet_lag1	0.000188102431409631	0.000625985259426211	0.00128205128205128
ccaja_seguridad	0.000188036542721763	0.000400011193861635	0.00128205128205128
mcaja_ahorro_dolares_delta2	0.000184211114673955	0.000247587573620004	0.00128205128205128
ctarjeta_master_transacciones	0.000183328738332062	0.000279201361521972	0.00128205128205128
mcomisiones_lag2	0.00018253532502068	0.000220490041132603	0.00128205128205128
Master_cconsumos_delta1	0.000182032708728487	0.000216618965062974	0.00128205128205128
rf_030_010	0.000178778002642163	0.0029138718639949	0.00128205128205128
rf_044_013	0.000175035081774964	7.46795091765875e-05	0.00128205128205128
Visa_msaldopesos_lag1	0.000174623769645663	0.000275168990616108	0.00128205128205128
chomebanking_transacciones_delta1	0.000174147349205955	5.64531926820856e-07	0.00128205128205128
rf_039_002	0.000165543191098787	0.000440738140010854	0.00128205128205128
cliente_edad_avg6	0.000163329065148645	2.4355520271414e-05	0.00128205128205128
cprestamos_hipotecarios_ratioavg6	0.000161924917795071	0.00065638933605642	0.00128205128205128
mttarjeta_visa_debitos_automaticos_delta2	0.000161843208727774	0.000186698772941469	0.00128205128205128
rf_017_009	0.000161302282996605	0.000368558700795901	0.00128205128205128
mcuentas_saldo_delta2	0.000161277310917865	1.12906385364171e-06	0.00128205128205128
thomebanking_delta2	0.000159522100122121	0.000338638508674396	0.00128205128205128
ccallcenter_transacciones_delta1	0.000158576530941769	0.000760263210591458	0.00128205128205128
mcomisiones_mantenimiento_delta1	0.000158281512789952	0.000197828116641651	0.00128205128205128
ccomisiones_otras	0.000157206454158692	0.000350654973973868	0.00128205128205128
Master_Fvencimiento_lag2	0.000156526638975384	1.12906385364171e-06	0.00128205128205128
mpayroll_tend6	0.000155681064525101	0.000265330005605802	0.00128205128205128
Visa_delinquency_lag2	0.000155502978841417	0.000199844302094583	0.00128205128205128
cdescubierto_preacordado_ratiomax6	0.000153989436756546	0.00136689308966953	0.00128205128205128
Visa_mpagominimo_lag2	0.000151259623191745	0.000314363635821099	0.00128205128205128
mpagomiscuentas_ratiomax6	0.000150492671770618	0.000481061849069486	0.00128205128205128
ctarjeta_master_transacciones_lag1	0.000149121867817634	0.000663728251105091	0.00128205128205128
Master_msaldopesos	0.000146785249209952	0.00121438882200978	0.00128205128205128
ctarjeta_visa_debitos_automaticos_max6	0.000146338217075976	0.000146697653555305	0.00128205128205128
ccajas_otras	0.000146029542318599	0.000433721814634651	0.00128205128205128
mcomisiones_avg6	0.000143409708768191	0.000709374689759464	0.00128205128205128
ccajas_depositos_lag2	0.000140318385344758	0.000606226641987481	0.00128205128205128
Visa_Fvencimiento_lag1	0.000139712422246587	6.45179344938121e-07	0.00128205128205128
rf_007_000	0.000137826170112939	0.000205489621362791	0.00128205128205128
Master_mpagosdolares_lag2	0.000136159035555136	0.000149923550279996	0.00128205128205128
cliente_antiguedad_min6	0.000135604293595744	2.66136479786975e-06	0.00128205128205128
cliente_antiguedad_lag1	0.000134002559989897	0.00337735257591483	0.00128205128205128
Master_fultimo_cierre	0.000133149199500858	0.000716713604808135	0.00128205128205128
internet_max6	0.000130616422376938	0.000187424599704524	0.00128205128205128
mrentabilidad_lag2	0.000129940686439447	0.000125084145499878	0.00128205128205128
Visa_fultimo_cierre	0.000128595608338887	0.000323073556977764	0.00128205128205128
cpayroll_trx_lag2	0.000128490071155264	0.00023944218439016	0.00128205128205128
mcaja_ahorro_adicional_delta1	0.000128425911712905	0.000156375343729377	0.00128205128205128
mcomisiones_ratioavg6	0.000126860492262754	1.19358178813552e-05	0.00128205128205128
mcaja_ahorro_dolares_lag1	0.000126224413688943	1.93553803481436e-06	0.00128205128205128
mcaja_ahorro_adicional_delta2	0.000126031350078771	0.000546305610326354	0.00128205128205128
rf_019_010	0.000125146641472422	0.00284249889896112	0.00128205128205128
ctarjeta_master_debitos_automaticos_min6	0.000124208166632622	0.000355977703569608	0.00128205128205128
ctarjeta_visa_descuentos_max6	0.000121712484041858	0.000266378422041326	0.00128205128205128
rf_006_003	0.000119958656642521	0.000226780539745749	0.00128205128205128
mtarjeta_master_consumo_delta2	0.000118691971005051	0.000137100610799351	0.00128205128205128
ctransferencias_emitidas_delta2	0.000116586095823792	0.00303992377851219	0.00128205128205128
mcuentas_saldo_lag1	0.000115300991504666	0.000556547832427246	0.00128205128205128
Master_Fvencimiento_lag1	0.000115140730351617	0.000286137039480056	0.00128205128205128
mpayroll_ratioavg6	0.000115030856752332	0.000490416949571089	0.00128205128205128
