Feature	Gain	Cover	Frequency
mpayroll_delta2	0.000667522169784967	0.00243971561516545	0.000791860632528675
ctransferencias_emitidas	0.000665054067510692	0.00173560191497113	0.00115179728367807
ctarjeta_visa_debitos_automaticos_avg6	0.000661619391433737	0.000646800060089615	0.00131976772088112
mpayroll_avg6	0.000658787609877483	0.000389542000129037	0.000479915534865864
ctarjeta_debito_transacciones_ratiomax6	0.000657434081928092	0.000255489417884254	0.00127177616739454
ctarjeta_visa_transacciones_avg6	0.000656878990964989	0.00088947390882628	0.00143974660459759
ctarjeta_visa_transacciones_delta2	0.000652320823438603	0.000991444344176989	0.00103181839996161
Master_mpagominimo	0.000650616850686382	0.000729515255143045	0.000935835292988434
mautoservicio_ratioavg6	0.0006468096775683	0.000617035004377262	0.0014157508278543
Visa_mconsumosdolares_lag1	0.000640970572116994	0.00192929656595154	0.00136775927436771
ccomisiones_mantenimiento_lag2	0.000632220664175513	0.000672246964835175	0.000431923981379277
ctarjeta_visa_debitos_automaticos_tend6	0.000631746883150713	0.00268076537430318	0.00119978883716466
mcomisiones_mantenimiento_lag1	0.000631132863545486	0.000926818049333646	0.0010558141767049
mttarjeta_visa_debitos_automaticos_min6	0.000623513724808903	0.000958638017714804	0.00110380573019149
mcuenta_debitos_automaticos_avg6	0.000614265722601465	0.000410408575394889	0.000743869079042089
Visa_mlimitecompra_lag2	0.000610429923607881	0.000437218808407615	0.00117579306042137
cdescubierto_preacordado_tend6	0.000609657528756696	0.00323627204183297	0.000695877525555502
ccomisiones_otras_lag2	0.000605003056717216	0.000822530522801216	0.00151173393482747
rf_030_001	0.000601813570443637	0.000204955572405462	0.000359936651149398
Visa_fultimo_cierre_delta1	0.000601059150569195	0.000155692938419026	0.000767864855785382
mcomisiones_otras_delta2	0.000594380387811728	0.00198787433164284	0.00136775927436771
mtransferencias_emitidas_delta2	0.00059084751135866	0.00181934314917781	0.00119978883716466
mplazo_fijo_dolares	0.000589735102751459	0.00213169270919848	0.000551902865095743
cmobile_app_trx_lag1	0.000588973098464888	0.00108453330525501	0.001391755051111
ctarjeta_visa_transacciones_lag2	0.000588950918059626	0.00113547813326756	0.00127177616739454
ctrx_quarter_normalizado_lag1	0.00058012050894379	0.00108566705017573	0.0014157508278543
cpayroll_trx_tend6	0.00057724215557687	0.00216005050402799	0.000911839516245141
ccallcenter_transacciones_delta2	0.000574590620295023	0.00218703505032227	0.000575898641839036
ctransferencias_recibidas_lag2	0.000572680072637723	0.00108781266243819	0.00124778039065125
mcomisiones_otras_lag1	0.000572105008429294	0.000410103881447446	0.00127177616739454
mcomisiones_min6	0.000567750043544741	0.00184216968597536	0.00153572971157076
mcuenta_debitos_automaticos_ratiomax6	0.000567308937255455	0.000538064001924509	0.000887843739501848
mautoservicio	0.000555593452487416	0.00143726969371402	0.00107980995344819
ctransferencias_recibidas_lag1	0.000555265297855812	0.00170931745616539	0.00129577194413783
cpagomiscuentas_ratiomax6	0.000554741561396483	0.000417118928144401	0.00098382684647502
Visa_fechaalta_delta1	0.000548138933816127	6.55347079610693e-05	0.000263953544176225
ctransferencias_emitidas_delta2	0.000547984897605949	0.000641750643648958	0.000575898641839036
rf_001_002	0.000547736432264585	0.000155221017095777	0.000575898641839036
mtarjeta_visa_consumo_delta2	0.000543695878144807	0.00119497281516349	0.0010558141767049
mpagomiscuentas_ratioavg6	0.000541834589004166	0.000640565880206805	0.000959831069731727
cliente_edad_tend6	0.000537444991757725	0.000948778688447993	0.00119978883716466
